ReviewID,CustomerID,Rating,Review,Sentiment,FakeReview
REV14343,7960,3,Minima eum similique dolorum reiciendis harum.,Positive,No
REV14344,6818,3,Perferendis quos iure occaecati est.,Positive,No
REV14345,7835,1,Asperiores nesciunt unde omnis odit nihil voluptatem.,Neutral,No
REV14346,5851,1,At commodi quae reprehenderit architecto.,Neutral,No
REV14347,8147,4,Eaque dolore odit nesciunt voluptatem nisi nihil.,Negative,No
REV14348,9579,1,Voluptatum voluptatibus repudiandae nihil quae nesciunt.,Negative,No
REV14349,8509,4,Sed beatae reprehenderit recusandae veniam.,Neutral,No
REV14350,7020,3,Quas tempora odit vel necessitatibus.,Neutral,No
REV14351,7613,4,Labore modi eos vitae.,Negative,Yes
REV14352,4429,2,Modi quisquam mollitia omnis.,Positive,No
REV14353,455,4,Accusantium eum vitae id voluptatibus explicabo impedit.,Neutral,No
REV14354,9563,4,Alias illo quod asperiores sed impedit.,Neutral,No
REV14355,1973,2,Perferendis eum commodi fuga assumenda illo.,Positive,No
REV14356,6375,5,Sunt quisquam impedit quidem.,Positive,No
REV14357,2405,2,Inventore ad repellat maxime dolor iure.,Positive,No
REV14358,1343,1,Quas id doloremque animi ea voluptates accusamus aut.,Negative,Yes
REV14359,1513,3,Blanditiis facilis nobis laborum itaque numquam.,Neutral,No
REV14360,9803,1,Nostrum quae cupiditate ut recusandae quod.,Positive,No
REV14361,8373,4,Facilis adipisci ratione eos voluptatum voluptas atque.,Neutral,No
REV14362,978,5,Blanditiis reprehenderit omnis cumque vitae non voluptatum.,Neutral,No
REV14363,9814,5,Ut culpa esse consectetur laborum tempora.,Negative,No
REV14364,1546,4,Ratione quidem reprehenderit laborum.,Negative,No
REV14365,3533,2,Placeat aliquam sunt occaecati ducimus recusandae.,Negative,No
REV14366,8076,5,Doloribus eius rem consectetur at.,Negative,No
REV14367,3492,5,Possimus consequuntur dolor error laboriosam enim.,Neutral,No
REV14368,9046,4,Rem sed ducimus amet iure optio consectetur.,Negative,No
REV14369,2697,5,Voluptates nihil laudantium sapiente enim necessitatibus eum placeat.,Negative,No
REV14370,1679,5,Itaque rem adipisci saepe.,Negative,No
REV14371,4190,4,Nihil animi ipsa aperiam consequatur non autem temporibus.,Neutral,No
REV14372,491,4,Quasi cumque eaque ab nihil.,Neutral,No
REV14373,5670,4,At natus asperiores excepturi ipsam.,Positive,No
REV14374,4717,2,Hic quisquam fuga molestias laboriosam optio inventore.,Neutral,No
REV14375,8016,1,Quis optio aliquid.,Neutral,No
REV14376,3246,4,Quidem minima eum.,Neutral,No
REV14377,8175,5,Eum corporis maiores nisi temporibus labore minus omnis.,Neutral,No
REV14378,8657,4,Dolorem nihil deleniti soluta ab a quis illum.,Negative,No
REV14379,5082,1,Laboriosam nihil qui repellendus exercitationem at.,Positive,No
REV14380,2774,3,Odio laudantium nihil fugiat officia.,Neutral,No
REV14381,8223,5,Expedita nobis aut blanditiis natus mollitia.,Negative,No
REV14382,3303,4,Soluta modi placeat amet dolor repudiandae nulla.,Neutral,No
REV14383,7464,2,Soluta maxime consequuntur earum.,Positive,No
REV14384,8307,4,Omnis tenetur error soluta.,Neutral,No
REV14385,2176,5,Odio sint quam illum voluptate recusandae natus.,Positive,No
REV14386,142,2,Numquam dolor nesciunt repudiandae ipsum.,Negative,No
REV14387,2184,5,Quae veniam nostrum quidem.,Positive,No
REV14388,1132,4,Vero nisi facere beatae voluptate numquam.,Positive,No
REV14389,9617,2,Id illo esse sit.,Neutral,No
REV14390,6112,2,Doloribus accusantium repellat velit atque recusandae.,Neutral,No
REV14391,769,4,Nisi totam velit porro veritatis.,Positive,No
REV14392,5850,5,Eos corrupti exercitationem tempora totam doloremque beatae.,Positive,No
REV14393,4239,3,Incidunt repellat suscipit ex voluptatum quis ab.,Positive,No
REV14394,8131,4,Velit suscipit id hic officia ratione delectus.,Neutral,No
REV14395,8787,3,Quaerat quos neque.,Neutral,No
REV14396,1543,5,Harum cupiditate quasi rem.,Positive,No
REV14397,948,5,Porro sapiente doloribus tempora odit iste distinctio.,Neutral,No
REV14398,1562,1,Ad facilis tenetur dignissimos natus est.,Neutral,No
REV14399,516,4,Ut ex molestias ad vitae.,Neutral,No
REV14400,1560,1,Assumenda adipisci laborum illum veniam.,Negative,No
REV14401,7566,3,Voluptatibus quos repellat esse nulla tempora sit.,Neutral,No
REV14402,3103,5,Error quidem doloribus beatae odit temporibus temporibus.,Negative,No
REV14403,489,4,Sint labore dolor iusto ipsa officiis maiores.,Positive,No
REV14404,4021,3,Harum aliquam eaque.,Negative,No
REV14405,3536,1,Dicta a recusandae delectus nam.,Neutral,No
REV14406,6462,4,Numquam similique inventore iusto totam similique voluptatum.,Neutral,No
REV14407,6689,3,Fugiat sed nihil assumenda veniam officiis veritatis quae.,Positive,No
REV14408,5440,4,Numquam sapiente dolore ratione.,Positive,No
REV14409,9769,4,Esse fugiat rem delectus ullam saepe necessitatibus.,Positive,No
REV14410,8227,5,A repellat inventore praesentium dicta.,Neutral,No
REV14411,7398,5,Ratione animi iste commodi quae.,Negative,No
REV14412,4159,1,Aliquid inventore sunt ad.,Positive,No
REV14413,68,3,Consectetur adipisci aperiam neque.,Positive,No
REV14414,9378,4,Velit fugiat iure totam esse saepe ipsa officiis.,Negative,No
REV14415,7959,1,Nihil sunt animi perferendis delectus.,Positive,No
REV14416,6968,2,Ea ipsam laborum praesentium sapiente eligendi facilis.,Positive,No
REV14417,8355,2,Optio nesciunt omnis modi repellat quam.,Negative,No
REV14418,1546,3,Esse impedit exercitationem deleniti atque.,Negative,No
REV14419,3220,4,Ipsam reprehenderit itaque nobis quia vitae velit inventore.,Neutral,No
REV14420,3135,5,Consequatur iste expedita in.,Negative,No
REV14421,926,3,Voluptatibus dolor inventore adipisci expedita laboriosam.,Positive,No
REV14422,8648,4,Neque totam laudantium molestiae quos beatae deleniti ducimus.,Positive,No
REV14423,8464,5,Enim nobis quas repudiandae dolorum totam rerum.,Neutral,No
REV14424,9484,5,Odio officia consequatur occaecati.,Negative,No
REV14425,611,3,Repellat modi reprehenderit voluptas.,Neutral,No
REV14426,6010,2,Nesciunt fugit a.,Neutral,No
REV14427,2620,2,Dignissimos dolorem impedit iusto doloremque hic.,Neutral,No
REV14428,5613,1,Praesentium expedita neque tempore quasi.,Negative,No
REV14429,4365,3,Sint voluptatum ut labore voluptatum consequatur itaque.,Neutral,No
REV14430,2382,2,Earum quidem non error.,Negative,No
REV14431,7920,1,Ipsam quaerat pariatur vitae unde.,Negative,No
REV14432,1906,1,Quos similique perferendis officiis.,Negative,No
REV14433,3710,5,Id eveniet aut sint perspiciatis nobis assumenda possimus.,Neutral,No
REV14434,433,2,Quia sit architecto quas quasi placeat.,Neutral,No
REV14435,7464,3,Asperiores deserunt at atque minus minima molestias.,Neutral,No
REV14436,1467,2,At eveniet autem labore velit.,Negative,No
REV14437,6788,4,Incidunt sed rerum voluptates voluptate.,Negative,No
REV14438,2630,5,Et ducimus eveniet illum recusandae.,Negative,No
REV14439,8973,5,Atque vero aut fugit recusandae architecto provident eius.,Positive,No
REV14440,6174,2,Ullam explicabo tempore aut exercitationem saepe enim possimus.,Neutral,No
REV14441,9251,5,Natus libero illum.,Negative,No
REV14442,7545,3,Odio ea aliquid.,Positive,No
REV14443,5873,1,Omnis reiciendis accusamus voluptas.,Neutral,No
REV14444,6369,1,Accusantium nesciunt reiciendis nemo dicta amet sint.,Negative,No
REV14445,366,4,Atque omnis repudiandae quia temporibus maxime.,Negative,No
REV14446,4219,3,Voluptatibus voluptas fuga fugit tempore.,Positive,No
REV14447,1035,1,Sunt atque alias magnam soluta.,Neutral,No
REV14448,5949,4,Pariatur odio tempora libero corrupti maxime atque dolor.,Neutral,No
REV14449,4831,2,Rerum dignissimos magni.,Negative,No
REV14450,9041,2,Architecto cum unde accusantium accusantium.,Positive,No
REV14451,6892,5,Quod omnis quaerat atque.,Neutral,No
REV14452,106,1,Dolorem eveniet nostrum dolore.,Neutral,No
REV14453,922,4,Eos neque non nihil illum a perspiciatis.,Negative,No
REV14454,415,4,Quidem vel labore aut est dolore sequi quisquam.,Positive,No
REV14455,253,5,Nulla officia voluptates esse fuga.,Negative,No
REV14456,2859,1,Consectetur amet consequatur consequuntur id fuga.,Neutral,No
REV14457,1884,5,Voluptatem dignissimos magni inventore maiores.,Positive,No
REV14458,1234,1,Ipsum sint ratione laudantium laudantium.,Negative,No
REV14459,8137,1,Id dignissimos deserunt voluptatibus.,Neutral,No
REV14460,4266,5,Officia nulla tenetur quo dolores repudiandae.,Positive,No
REV14461,3560,3,Commodi maiores eveniet libero.,Positive,No
REV14462,4510,4,Magnam animi iste odit.,Neutral,No
REV14463,6807,3,Quibusdam ducimus asperiores labore.,Neutral,No
REV14464,2367,1,Doloremque neque nostrum mollitia.,Positive,No
REV14465,4403,2,At asperiores optio culpa occaecati atque.,Positive,No
REV14466,2300,4,Cum repudiandae quidem aperiam.,Neutral,No
REV14467,5563,4,Asperiores adipisci sunt molestias animi placeat sint ad.,Negative,No
REV14468,9671,3,Alias rem soluta excepturi blanditiis eum laudantium.,Positive,No
REV14469,1327,3,Neque a perferendis ullam ullam necessitatibus quaerat veritatis.,Neutral,No
REV14470,3681,5,Aliquid similique doloribus natus.,Positive,No
REV14471,4477,5,Doloribus sit soluta aut alias laborum.,Neutral,No
REV14472,5931,2,Ipsam id perferendis accusamus nisi.,Positive,No
REV14473,6482,1,Sequi consequuntur porro.,Positive,No
REV14474,3622,5,Optio nam id vitae tempore.,Neutral,No
REV14475,7672,1,Maiores iure aut sapiente natus optio.,Positive,No
REV14476,6740,1,Eos error quis accusamus quod adipisci.,Negative,No
REV14477,8329,3,Odit error natus esse provident.,Negative,Yes
REV14478,1719,2,Ipsa illum deleniti voluptatem odit vitae.,Neutral,No
REV14479,4240,3,Ratione magnam aliquam voluptates dolore nesciunt.,Positive,No
REV14480,6699,3,Voluptas ad in animi nesciunt fuga maiores laudantium.,Neutral,No
REV14481,1545,2,Sapiente nihil perferendis et.,Neutral,No
REV14482,5444,2,Voluptas quaerat esse dicta suscipit.,Positive,No
REV14483,8116,5,Sit odit ea.,Positive,No
REV14484,9196,5,In quam ducimus beatae distinctio.,Positive,No
REV14485,390,2,Distinctio iusto neque est perspiciatis consequatur earum.,Neutral,No
REV14486,8976,4,Recusandae recusandae enim animi consequuntur sunt dolorum.,Negative,No
REV14487,7757,3,Expedita praesentium sed quos ullam minima officia.,Neutral,No
REV14488,1526,5,Doloremque impedit eos similique magnam praesentium aspernatur.,Neutral,No
REV14489,3617,2,Distinctio dolor velit expedita beatae harum suscipit.,Positive,No
REV14490,4455,2,Numquam ipsam occaecati natus odio.,Negative,No
REV14491,1558,3,Quae repudiandae provident molestias voluptate accusantium veniam.,Negative,No
REV14492,9404,2,Nemo dicta in praesentium consequuntur tempore.,Neutral,No
REV14493,7990,1,Tenetur fugiat fugiat ea hic non voluptatum odio.,Negative,No
REV14494,7267,2,Sunt deleniti vel alias ipsam vitae qui.,Positive,No
REV14495,2083,2,Odio velit quisquam amet quisquam nemo laudantium.,Neutral,No
REV14496,2221,1,Natus excepturi nesciunt esse pariatur.,Positive,No
REV14497,8226,4,Temporibus voluptates labore pariatur vel libero porro voluptatibus.,Neutral,No
REV14498,4970,4,Modi fuga eaque fugiat ratione temporibus.,Positive,No
REV14499,4227,1,At suscipit deleniti neque nam cumque eos voluptatem.,Positive,No
REV14500,4162,4,Architecto beatae voluptas laboriosam iste harum.,Neutral,No
REV14501,7415,4,Veniam itaque veniam.,Negative,No
REV14502,8472,3,Dicta a voluptas iusto ullam officia atque.,Positive,No
REV14503,6564,4,Quam eligendi repellendus in inventore dolor quia.,Positive,No
REV14504,6383,4,Ipsa delectus eum.,Neutral,No
REV14505,8524,1,Nam officia nisi nihil beatae impedit aliquid assumenda.,Positive,No
REV14506,4435,2,Delectus autem a non sapiente iure dolorum.,Neutral,No
REV14507,291,1,At amet sapiente.,Negative,No
REV14508,6874,1,Nihil animi dolorem iste nemo occaecati.,Neutral,No
REV14509,1017,5,Beatae totam deleniti recusandae labore sunt accusamus.,Negative,No
REV14510,9506,5,Nemo accusamus minima.,Negative,No
REV14511,9167,4,Maiores voluptatum sint.,Neutral,No
REV14512,1189,1,Laborum commodi iure omnis corporis aspernatur.,Positive,No
REV14513,2584,4,Unde molestias itaque nemo minus dicta officiis.,Neutral,No
REV14514,275,1,Minus deleniti aspernatur dignissimos impedit nisi dolorum.,Negative,No
REV14515,1489,5,Dicta dignissimos possimus quia nam.,Neutral,No
REV14516,8262,5,Occaecati consequuntur quidem laboriosam illo neque deleniti.,Neutral,Yes
REV14517,319,5,Dolorem esse quae placeat tempore rem.,Neutral,No
REV14518,9647,2,Accusamus accusamus eligendi voluptatibus.,Neutral,No
REV14519,119,3,Quam fuga deserunt dignissimos vero.,Neutral,No
REV14520,2313,1,Harum modi deleniti magni omnis ut placeat totam.,Neutral,No
REV14521,541,1,Enim illo et provident ex sint ex.,Neutral,No
REV14522,7023,4,Laborum laudantium numquam qui iusto omnis iure earum.,Negative,No
REV14523,826,5,Soluta corrupti hic optio neque.,Negative,No
REV14524,5418,3,Temporibus excepturi odit ipsa quam delectus iste.,Positive,No
REV14525,8607,2,Minima recusandae explicabo quibusdam provident autem corrupti ad.,Positive,No
REV14526,4648,3,Consequuntur cupiditate vitae illo a.,Negative,No
REV14527,409,2,Cumque quod eum similique dignissimos.,Positive,No
REV14528,325,2,Earum voluptas soluta nihil cum odio.,Neutral,No
REV14529,2862,4,Aut provident consequatur.,Negative,No
REV14530,3595,4,Soluta nulla doloremque aliquid eius consequatur.,Positive,No
REV14531,5124,3,Deleniti accusamus enim reprehenderit libero mollitia rerum.,Positive,No
REV14532,7,4,Occaecati vero culpa illo.,Negative,No
REV14533,3080,3,Nam architecto nisi aliquid et reiciendis voluptate.,Neutral,No
REV14534,3942,2,Necessitatibus sapiente eum praesentium maxime saepe occaecati.,Neutral,No
REV14535,4379,2,Ex dolore ut aut asperiores quas.,Neutral,No
REV14536,2217,2,Odio laborum explicabo eaque nihil doloremque.,Positive,No
REV14537,116,5,Eos unde atque ullam repellendus.,Positive,No
REV14538,6921,3,Dicta cumque fugiat dicta quibusdam.,Neutral,No
REV14539,4118,2,Maiores minus incidunt laboriosam.,Negative,No
REV14540,3980,2,Corrupti eum inventore vero quasi.,Negative,No
REV14541,7922,4,Aliquam ratione aut iure vel voluptatem repellat.,Positive,No
REV14542,7061,2,Perferendis debitis non quae architecto magnam doloremque expedita.,Neutral,No
REV14543,9163,2,Natus reprehenderit ipsa quidem dignissimos distinctio ea.,Positive,No
REV14544,373,1,Illum facere sed explicabo.,Negative,No
REV14545,7347,3,Quod sed sequi.,Neutral,No
REV14546,7216,4,Laborum aspernatur qui illum pariatur similique dignissimos.,Negative,No
REV14547,6227,4,Quam dignissimos enim necessitatibus.,Negative,No
REV14548,803,4,Repellendus ea in occaecati exercitationem.,Neutral,No
REV14549,5882,4,Voluptate deleniti officia saepe cumque ipsam est.,Positive,No
REV14550,3530,3,Aspernatur tempore cum fugit excepturi minima consequatur.,Positive,No
REV14551,939,3,Quasi adipisci animi ab voluptatum tempora perferendis.,Negative,No
REV14552,9076,2,Error cupiditate laudantium facere minima.,Positive,No
REV14553,7583,2,Debitis doloribus officia soluta.,Neutral,No
REV14554,8883,4,Laborum repudiandae culpa alias similique.,Neutral,No
REV14555,7579,2,Harum provident esse dignissimos.,Neutral,No
REV14556,5334,3,Deserunt labore culpa corporis dolore fugit nobis.,Negative,No
REV14557,8913,3,Iure enim voluptatem earum eius vero.,Neutral,No
REV14558,9773,2,Autem doloribus tempora doloribus at rerum sed tempore.,Neutral,No
REV14559,449,1,Voluptate ipsam enim ratione quisquam laborum at.,Positive,No
REV14560,395,4,Dolores omnis eum magni similique.,Negative,No
REV14561,1094,3,Doloribus reiciendis accusantium quaerat quisquam vero consectetur.,Negative,No
REV14562,600,3,Quas porro fugiat qui illo eligendi blanditiis.,Negative,No
REV14563,1176,4,Soluta exercitationem libero delectus molestiae ex reiciendis sequi.,Positive,No
REV14564,3482,5,Ducimus adipisci incidunt eaque nisi.,Positive,No
REV14565,8219,4,Culpa exercitationem officia tempore beatae.,Negative,No
REV14566,5029,3,Aperiam quas rem eum quidem eum occaecati.,Neutral,Yes
REV14567,4590,5,Nostrum iste quibusdam nemo.,Positive,No
REV14568,1740,2,Et enim aliquid numquam.,Neutral,No
REV14569,5338,3,Voluptatem consequatur odit modi corrupti fugit eveniet.,Positive,No
REV14570,1532,1,Saepe nobis rem animi eveniet beatae dolor.,Positive,No
REV14571,3835,2,Recusandae qui quis commodi.,Neutral,No
REV14572,9183,2,Tempore dolorem perferendis perspiciatis mollitia reprehenderit minima commodi.,Negative,No
REV14573,6627,1,Eligendi magni ipsum soluta.,Negative,No
REV14574,8683,4,Quis temporibus delectus dignissimos.,Negative,No
REV14575,1928,4,Eveniet illo cumque sed necessitatibus quod delectus.,Neutral,No
REV14576,5750,3,Qui nulla iure ratione.,Positive,No
REV14577,545,2,Aperiam rerum doloremque quam sequi ratione minima.,Neutral,No
REV14578,5951,1,Consectetur vitae maiores quaerat ducimus officiis.,Positive,No
REV14579,2019,1,Quibusdam architecto adipisci quis maiores.,Negative,No
REV14580,5532,5,Placeat sint unde voluptates.,Negative,No
REV14581,1338,2,Voluptas blanditiis architecto perspiciatis libero corrupti.,Neutral,No
REV14582,9566,1,Nostrum doloremque odio iure.,Neutral,No
REV14583,4755,2,Cupiditate praesentium nihil ullam et.,Positive,No
REV14584,9069,1,Eligendi itaque neque aperiam omnis quo error.,Negative,No
REV14585,1833,1,Dolore reprehenderit quia officia ducimus excepturi.,Negative,No
REV14586,8490,4,Delectus voluptas libero placeat quas.,Neutral,No
REV14587,2930,1,Excepturi ut nam.,Neutral,No
REV14588,2488,1,Fugiat quam magni soluta illo.,Neutral,No
REV14589,6615,4,Laboriosam error nobis recusandae asperiores.,Negative,No
REV14590,828,1,Culpa sequi sunt ea occaecati.,Positive,No
REV14591,8532,3,Excepturi consequatur nobis veritatis veniam maxime.,Neutral,No
REV14592,8831,4,Ducimus autem est at eveniet.,Positive,No
REV14593,7568,2,Pariatur nesciunt iure voluptatum odit quisquam.,Neutral,No
REV14594,1611,4,Deserunt error iure quos sed aliquid repudiandae.,Positive,No
REV14595,9308,5,Voluptas enim non eligendi aliquam placeat beatae.,Negative,No
REV14596,7005,2,Impedit rerum ratione non ex esse.,Positive,No
REV14597,4571,2,Ab necessitatibus quas libero expedita quam.,Negative,No
REV14598,3258,1,Deleniti consectetur optio nemo.,Neutral,No
REV14599,7607,4,Culpa architecto excepturi quo voluptate nesciunt.,Neutral,No
REV14600,1379,5,Voluptatum blanditiis voluptatum necessitatibus ullam.,Positive,No
REV14601,8888,1,Dicta occaecati explicabo iste.,Negative,No
REV14602,2296,1,Sapiente exercitationem repudiandae modi illum harum.,Negative,No
REV14603,7049,3,Provident suscipit corrupti nam iure iusto saepe similique.,Positive,No
REV14604,7858,3,Laborum cupiditate odit libero inventore illum labore.,Positive,No
REV14605,2828,1,Et fuga modi repellat laborum.,Neutral,No
REV14606,83,2,Assumenda nam nulla voluptatum sapiente rem.,Negative,No
REV14607,191,4,Totam perferendis atque consequuntur aperiam.,Positive,No
REV14608,7360,2,Voluptatibus doloremque perferendis eum.,Neutral,No
REV14609,6218,4,Laborum vitae consequuntur odio labore.,Negative,No
REV14610,1399,2,Quae at porro dignissimos officiis nostrum provident optio.,Negative,No
REV14611,977,5,Eveniet fuga asperiores cum.,Neutral,No
REV14612,805,1,Quod corporis autem reprehenderit quam.,Positive,No
REV14613,7075,2,Quibusdam impedit velit distinctio aperiam corrupti molestiae.,Neutral,No
REV14614,4786,4,Laboriosam aliquam delectus molestias.,Positive,No
REV14615,4307,1,Ullam repellendus recusandae ullam tempora doloremque sint magni.,Negative,No
REV14616,9245,1,Deleniti harum occaecati ut fuga exercitationem.,Positive,No
REV14617,9223,5,Commodi amet delectus sint vitae deserunt eum qui.,Positive,No
REV14618,5342,3,Ad nobis eos nesciunt.,Neutral,No
REV14619,8647,2,Ad laudantium nihil exercitationem inventore quisquam.,Positive,No
REV14620,1434,4,Omnis itaque quod esse.,Negative,No
REV14621,7333,4,Debitis provident libero sequi quaerat quas aut.,Positive,No
REV14622,4648,5,Aut molestiae odio soluta dignissimos architecto.,Negative,No
REV14623,977,4,Incidunt nemo rem delectus labore odit.,Neutral,No
REV14624,5972,2,Quisquam asperiores aliquid.,Neutral,No
REV14625,5326,4,Temporibus cupiditate fugit.,Neutral,No
REV14626,7311,1,Odit impedit tenetur vel odit possimus dignissimos.,Negative,No
REV14627,785,2,Blanditiis asperiores dolorum.,Positive,No
REV14628,8457,3,Unde eos recusandae aperiam excepturi qui reiciendis quos.,Positive,No
REV14629,1765,4,Magnam quae hic illum voluptatibus.,Positive,No
REV14630,6719,3,Molestias praesentium non molestiae.,Neutral,No
REV14631,4616,5,Quis similique laboriosam ea in.,Positive,No
REV14632,6901,1,Eaque odio blanditiis repudiandae libero.,Negative,No
REV14633,2952,3,Nisi architecto architecto.,Positive,No
REV14634,7309,5,Molestias error tempora ex.,Positive,No
REV14635,6169,3,Numquam cum nulla nostrum illum laborum.,Positive,No
REV14636,3700,5,Commodi eos excepturi.,Neutral,Yes
REV14637,6989,4,Quidem nostrum molestiae inventore hic.,Positive,No
REV14638,2132,2,Hic accusantium ipsam facilis.,Negative,No
REV14639,4124,5,Necessitatibus ratione ad omnis ipsa minus error.,Negative,No
REV14640,8453,1,Dolores dolores id ratione aperiam corporis rem.,Neutral,No
REV14641,6674,3,Aperiam alias quasi cumque reiciendis nulla.,Negative,No
REV14642,5640,1,Veritatis adipisci vero ex corrupti.,Negative,No
REV14643,4473,5,Sapiente similique saepe nisi.,Neutral,No
REV14644,6516,3,Error nostrum reprehenderit ipsam.,Neutral,No
REV14645,2455,2,Corrupti repellat animi reiciendis pariatur consectetur.,Neutral,No
REV14646,1093,2,Impedit ipsa suscipit quia voluptate.,Positive,No
REV14647,3750,1,Sequi inventore repellendus numquam cumque suscipit quas.,Neutral,No
REV14648,6289,1,Expedita harum cupiditate reiciendis.,Negative,No
REV14649,9576,1,Distinctio sit libero ratione libero cumque consectetur.,Neutral,No
REV14650,8194,5,Nemo nihil libero ad sint repellendus.,Positive,No
REV14651,9857,4,Quibusdam ducimus non cum hic.,Neutral,No
REV14652,3593,2,Eos labore occaecati omnis aspernatur maxime mollitia.,Neutral,No
REV14653,606,2,Vitae debitis debitis dolorum veritatis cumque.,Neutral,No
REV14654,6308,3,Optio dolorem aspernatur in nemo.,Neutral,No
REV14655,941,3,Consequuntur veniam enim temporibus.,Positive,No
REV14656,3333,4,Assumenda provident dolores amet veritatis.,Positive,No
REV14657,4403,3,Impedit commodi aut harum laboriosam.,Negative,No
REV14658,6359,1,Adipisci cupiditate corrupti distinctio fugit a.,Negative,No
REV14659,8249,5,Modi pariatur odit commodi vel.,Negative,No
REV14660,5643,2,Sed nemo deleniti soluta assumenda.,Positive,No
REV14661,7515,3,Neque ea esse distinctio sapiente quia dolores.,Negative,No
REV14662,6034,2,Voluptas saepe labore cum eveniet.,Neutral,No
REV14663,1284,1,Beatae maxime in ratione excepturi reprehenderit.,Positive,No
REV14664,2049,3,Autem animi rem mollitia sed.,Neutral,No
REV14665,1983,1,Sunt suscipit dolor accusamus neque.,Negative,No
REV14666,8755,2,Totam dicta odio vitae aut.,Positive,No
REV14667,2948,3,Recusandae asperiores assumenda fugiat fugit.,Negative,No
REV14668,9165,4,Aliquam animi doloremque asperiores illum maiores.,Positive,No
REV14669,6802,3,Modi dicta iusto aut.,Positive,No
REV14670,1756,4,Est omnis id provident rerum tempora facere.,Positive,No
REV14671,697,4,Architecto accusamus fugit error.,Neutral,No
REV14672,7829,1,Maiores exercitationem in.,Neutral,No
REV14673,6088,3,Deserunt optio nostrum itaque amet quasi quas.,Positive,No
REV14674,7510,1,Sint iste rerum sapiente consequatur laborum.,Neutral,No
REV14675,9559,5,Repellendus perspiciatis necessitatibus a.,Negative,No
REV14676,7038,3,Ut fuga ad est.,Positive,No
REV14677,4832,3,Ratione quas labore nemo.,Neutral,No
REV14678,2325,2,Doloribus iure id id aut.,Positive,No
REV14679,152,3,Cum assumenda vitae vel dolor itaque.,Positive,No
REV14680,170,3,Perferendis dolore atque accusantium.,Neutral,No
REV14681,1142,2,Distinctio exercitationem adipisci deserunt animi ad a.,Positive,No
REV14682,102,2,Omnis ex totam nam atque cumque at.,Neutral,No
REV14683,8437,4,Asperiores nisi nobis eaque reiciendis impedit unde.,Positive,No
REV14684,681,2,Eos esse repudiandae odio.,Neutral,No
REV14685,4002,5,Eaque explicabo accusamus corporis explicabo.,Positive,Yes
REV14686,9313,3,Ipsam fugit eius totam cumque vero quae.,Negative,No
REV14687,5159,3,Cumque eaque cupiditate autem.,Positive,No
REV14688,9147,1,Deleniti dolores autem nisi at quod.,Negative,No
REV14689,9768,2,Asperiores culpa modi quod.,Positive,Yes
REV14690,6593,1,Possimus explicabo minus voluptates.,Positive,No
REV14691,7750,5,Libero sint enim illum.,Neutral,No
REV14692,8148,2,Sint dolor aperiam necessitatibus aut.,Negative,No
REV14693,3460,5,Tempore officiis impedit veniam quisquam accusamus ullam repellendus.,Positive,No
REV14694,7137,1,Dicta mollitia aliquid in.,Neutral,No
REV14695,2799,2,Fuga incidunt recusandae perspiciatis.,Negative,No
REV14696,1026,2,Dicta veniam architecto itaque reiciendis.,Negative,No
REV14697,9427,1,Accusamus neque molestias rerum nostrum maiores dolor.,Negative,No
REV14698,9383,3,Sit repellendus est deleniti perspiciatis quisquam esse quas.,Positive,No
REV14699,2114,2,Maiores accusamus commodi doloremque vero repellendus.,Neutral,No
REV14700,4402,4,Ad deleniti eius magnam ipsa ullam corrupti.,Neutral,No
REV14701,4421,1,Incidunt laudantium similique blanditiis.,Neutral,No
REV14702,2123,3,Delectus culpa amet incidunt rem dolore consequatur esse.,Neutral,No
REV14703,7542,2,Autem assumenda dolor fuga corrupti minima.,Negative,No
REV14704,3676,4,Laboriosam minus nobis sint exercitationem labore.,Positive,No
REV14705,6639,5,Esse odit dolores eaque est possimus.,Positive,No
REV14706,2965,5,Laboriosam sint quis repudiandae blanditiis eum aut.,Neutral,No
REV14707,3032,5,Officiis similique minus quidem.,Negative,No
REV14708,6226,1,Ea necessitatibus nihil voluptatum minima.,Negative,No
REV14709,6250,5,Officia fugiat ratione facere sit magnam odit.,Neutral,No
REV14710,3696,1,A temporibus fuga sunt voluptatibus quibusdam.,Negative,No
REV14711,5309,2,Itaque minima fugit.,Neutral,No
REV14712,6991,4,Alias saepe omnis dicta.,Positive,No
REV14713,8696,1,Quasi enim enim atque.,Neutral,No
REV14714,1243,1,Quidem reprehenderit suscipit doloribus rem nesciunt architecto.,Neutral,No
REV14715,1048,2,Dolorum adipisci debitis rerum.,Negative,No
REV14716,3955,3,Consequuntur suscipit voluptate assumenda nobis.,Neutral,No
REV14717,7958,5,Tempore rerum enim ratione est tenetur non dignissimos.,Negative,No
REV14718,88,2,Consequuntur voluptatem exercitationem odio sunt amet.,Negative,No
REV14719,3684,1,Expedita consequuntur reprehenderit unde asperiores aliquam iste.,Neutral,No
REV14720,5580,5,Asperiores rem rem illo facere quas.,Negative,No
REV14721,3328,1,Quibusdam quos autem consequatur sapiente commodi maxime.,Negative,No
REV14722,8246,4,Non dolorum molestiae adipisci voluptates libero.,Negative,No
REV14723,3214,4,Dolore vitae incidunt.,Negative,No
REV14724,5354,2,Architecto dicta magnam quam a.,Positive,No
REV14725,5137,5,Dolor reiciendis ipsa a ipsum non totam quaerat.,Positive,No
REV14726,2073,3,Eligendi numquam eius ducimus.,Neutral,No
